"EVENTID","ORGANIZATION","WATERBODYCODE","WATERBODYNAME","STATIONCODE","STATIONNAME","SAMPLEDATETIME","SOURCESAMPLEID","BOTTOMDEPTH","COLLECTIONMETHOD","ACTIVITYTYPE","SAMPLEDEPTH","SAMPLECOMMENT","LABNAME","ACCESSIONNUM","RESULTSETCOMMENT","CHARACTERISTICNAME","CASNO","RESULTQUALIFIER","RESULTMEASURE","RESULTMEASUREUNIT","REPORTINGLIMIT","METHODDETECTLIMIT","ANALYTICALMETHOD","OUTSIDEDETECTIONLIMIT","RESULTCOMMENT",
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Arsenic,7440-38-2,<,3,ug/l,,,,Y,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Boron,7440-42-8,<,50,ug/l,,,,Y,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Cadmium,7440-43-9,<,1,ug/l,,,,Y,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chromium,7440-47-3,<,5,ug/l,,,,Y,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Copper,7440-50-8,,10,ug/l,,,,N,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Iron,7439-89-6,,470,ug/l,,,,N,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Lead,7439-92-1,<,5,ug/l,,,,Y,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Magnesium,7439-95-4,,2,mg/L,,,,N,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Mercury,7439-97-6,<,0.5,ug/l,,,,Y,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Selenium,7782-49-2,<,1,ug/l,,,,Y,,
00147872-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-08-08 09:50:00,147872,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Zinc,7440-66-6,,10,ug/l,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,9.6,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Field Data,0.000,,,,,Temp Field,na,,10.2,deg C,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,"Ammonia, Unionized",na,<,0.003,mg/L,,,,Y,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,BOD,na,,1.43,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Calcium,7440-70-2,,10,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,2,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Hardness,na,,37,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,42,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as HCO3,71-52-3,,51,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Kjeldahl N,7727-37-9,,0.54,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate N,14797-55-8,,0.02,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate NO3,14797-55-8,,0.1,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ortho P,14265-44-2,,0.01,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,pH Lab,12408-02-5,,8.18,None,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SAR,na,,0.6,None,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sodium,7440-23-5,,9,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SpC Lab,na,,94,uS/cm,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sulfate,14808-79-8,,3,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TDS Lab,na,,70,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,42,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.07,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,35,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,16,NTU,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Arsenic,7440-38-2,,4,ug/l,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Boron,7440-42-8,<,50,ug/l,,,,Y,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Cadmium,7440-43-9,<,1,ug/l,,,,Y,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chromium,7440-47-3,<,5,ug/l,,,,Y,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Copper,7440-50-8,,10,ug/l,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Iron,7439-89-6,,450,ug/l,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Lead,7439-92-1,<,5,ug/l,,,,Y,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Magnesium,7439-95-4,,3,mg/L,,,,N,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Mercury,7439-97-6,<,0.5,ug/l,,,,Y,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Selenium,7782-49-2,<,1,ug/l,,,,Y,,
00147873-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1995-10-09 09:50:00,147873,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Zinc,7440-66-6,,20,ug/l,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,8.6,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Field Data,0.000,,,,,Temp Field,na,,16.5,deg C,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,"Ammonia, Unionized",na,<,0.004,mg/L,,,,Y,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,BOD,na,,0.93,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Calcium,7440-70-2,,9,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,3,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Hardness,na,,35,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,34,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as HCO3,71-52-3,,41,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Kjeldahl N,7727-37-9,,0.34,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate N,14797-55-8,,0.01,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate NO3,14797-55-8,,0.04,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ortho P,14265-44-2,,0.02,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,pH Lab,12408-02-5,,8.09,None,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SAR,na,,0.5,None,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sodium,7440-23-5,,7,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SpC Lab,na,,78,uS/cm,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sulfate,14808-79-8,,2,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TDS Lab,na,,53,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,34,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.18,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,171,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,81,NTU,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Arsenic,7440-38-2,,5,ug/l,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Boron,7440-42-8,,100,ug/l,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Cadmium,7440-43-9,<,1,ug/l,,,,Y,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chromium,7440-47-3,<,5,ug/l,,,,Y,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Copper,7440-50-8,,10,ug/l,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Iron,7439-89-6,,2110,ug/l,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Lead,7439-92-1,<,5,ug/l,,,,Y,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Magnesium,7439-95-4,,3,mg/L,,,,N,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Mercury,7439-97-6,<,0.5,ug/l,,,,Y,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Selenium,7782-49-2,<,1,ug/l,,,,Y,,
00147874-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-06-18 10:50:00,147874,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Zinc,7440-66-6,,20,ug/l,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,8.4,mg/L,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Field Data,0.000,,,,,pH Field,12408-02-5,,7.91,None,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Field Data,0.000,,,,,Temp Field,na,,17.2,deg C,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,"Ammonia, Unionized",na,,0.001274,mg/L,,,,N,AUTOCALCULATE 2016-06-16 14:48:20 Using 1/2 AMNN,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Calcium,7440-70-2,,10,mg/L,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,2,mg/L,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,COD,na,,8,mg/L,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Hardness,na,,37,mg/L,,,,N,,
00147875-0,Nevada Division of Environmental Protection,NV06-SC-73_00,Steamboat Ditch,SB6,Steamboat Ditch @ Rhodes Road,1996-08-13 10:15:00,147875,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,44,mg/L,,,,N,,
